"AVAILABILITY_STATUS","PRICE_PER_UNIT","ITEM_ID","INGREDIENT_ID"
"high",70,"bbq_ckn_l",1
"high",70,"bbq_ckn_m",1
"high",70,"bbq_ckn_s",1
"medium",25,"bbq_ckn_l",2
"medium",25,"bbq_ckn_m",2
"medium",25,"bbq_ckn_s",2
"medium",25,"ckn_alfredo_l",2
"medium",25,"ckn_alfredo_m",2
"medium",25,"ckn_alfredo_s",2
"medium",25,"ckn_bites",2
"medium",25,"ckn_pesto_l",2
"medium",25,"ckn_pesto_m",2
"medium",25,"ckn_pesto_s",2
"medium",25,"classic_dlx_l",2
"medium",25,"classic_dlx_m",2
"medium",25,"classic_dlx_s",2
"medium",25,"ital_cpcllo_l",2
"medium",25,"ital_cpcllo_m",2
"medium",25,"ital_cpcllo_s",2
"medium",25,"ital_veggie_l",2
"medium",25,"ital_veggie_m",2
"medium",25,"ital_veggie_s",2
"medium",25,"mexicana_l",2
"medium",25,"mexicana_m",2
"medium",25,"mexicana_s",2
"medium",25,"southw_ckn_l",2
"medium",25,"southw_ckn_m",2
"medium",25,"southw_ckn_s",2
"medium",25,"thai_ckn_l",2
"medium",25,"thai_ckn_m",2
"medium",25,"thai_ckn_s",2
"medium",25,"veggie_veg_l",2
"medium",25,"veggie_veg_m",2
"medium",25,"veggie_veg_s",2
"low",30,"bbq_ckn_l",3
"low",30,"bbq_ckn_m",3
"low",30,"bbq_ckn_s",3
"low",30,"pep_msh_pep_l",3
"low",30,"pep_msh_pep_m",3
"low",30,"pep_msh_pep_s",3
"low",30,"veggie_veg_l",3
"low",30,"veggie_veg_m",3
"low",30,"veggie_veg_s",3
"medium",15,"bbq_ckn_l",4
"medium",15,"bbq_ckn_m",4
"medium",15,"bbq_ckn_s",4
"medium",15,"calabrese_l",4
"medium",15,"calabrese_m",4
"medium",15,"calabrese_s",4
"medium",15,"ckn_pesto_l",4
"medium",15,"ckn_pesto_m",4
"medium",15,"ckn_pesto_s",4
"medium",15,"green_garden_l",4
"medium",15,"green_garden_m",4
"medium",15,"green_garden_s",4
"medium",15,"ital_cpcllo_l",4
"medium",15,"ital_cpcllo_m",4
"medium",15,"ital_cpcllo_s",4
"medium",15,"ital_supr_l",4
"medium",15,"ital_supr_m",4
"medium",15,"ital_supr_s",4
"medium",15,"ital_veggie_l",4
"medium",15,"ital_veggie_m",4
"medium",15,"ital_veggie_s",4
"medium",15,"mediterraneo_l",4
"medium",15,"mediterraneo_m",4
"medium",15,"mediterraneo_s",4
"medium",15,"mexicana_l",4
"medium",15,"mexicana_m",4
"medium",15,"mexicana_s",4
"medium",15,"napolitana_l",4
"medium",15,"napolitana_m",4
"medium",15,"napolitana_s",4
"medium",15,"peppr_salami_l",4
"medium",15,"peppr_salami_m",4
"medium",15,"peppr_salami_s",4
"medium",15,"sicilian_l",4
"medium",15,"sicilian_m",4
"medium",15,"sicilian_s",4
"medium",15,"southw_ckn_l",4
"medium",15,"southw_ckn_m",4
"medium",15,"southw_ckn_s",4
"medium",15,"spicy_ital_l",4
"medium",15,"spicy_ital_m",4
"medium",15,"spicy_ital_s",4
"medium",15,"spin_pesto_l",4
"medium",15,"spin_pesto_m",4
"medium",15,"spin_pesto_s",4
"medium",15,"spinach_supr_l",4
"medium",15,"spinach_supr_m",4
"medium",15,"spinach_supr_s",4
"medium",15,"thai_ckn_l",4
"medium",15,"thai_ckn_m",4
"medium",15,"thai_ckn_s",4
"medium",15,"the_greek_l",4
"medium",15,"the_greek_m",4
"medium",15,"the_greek_s",4
"medium",15,"the_greek_xl",4
"medium",15,"the_greek_xxl",4
"medium",15,"veggie_veg_l",4
"medium",15,"veggie_veg_m",4
"medium",15,"veggie_veg_s",4
"low",20,"bbq_ckn_l",5
"low",20,"bbq_ckn_m",5
"low",20,"bbq_ckn_s",5
"low",20,"calabrese_l",5
"low",20,"calabrese_m",5
"low",20,"calabrese_s",5
"low",20,"ckn_alfredo_l",5
"low",20,"ckn_alfredo_m",5
"low",20,"ckn_alfredo_s",5
"low",20,"classic_dlx_l",5
"low",20,"classic_dlx_m",5
"low",20,"classic_dlx_s",5
"low",20,"ital_supr_l",5
"low",20,"ital_supr_m",5
"low",20,"ital_supr_s",5
"low",20,"mexicana_l",5
"low",20,"mexicana_m",5
"low",20,"mexicana_s",5
"low",20,"napolitana_l",5
"low",20,"napolitana_m",5
"low",20,"napolitana_s",5
"low",20,"southw_ckn_l",5
"low",20,"southw_ckn_m",5
"low",20,"southw_ckn_s",5
"low",20,"spinach_fet_l",5
"low",20,"spinach_fet_m",5
"low",20,"spinach_fet_s",5
"low",20,"spinach_supr_l",5
"low",20,"spinach_supr_m",5
"low",20,"spinach_supr_s",5
"low",20,"the_greek_l",5
"low",20,"the_greek_m",5
"low",20,"the_greek_s",5
"low",20,"the_greek_xl",5
"low",20,"the_greek_xxl",5
"low",20,"veggie_veg_l",5
"low",20,"veggie_veg_m",5
"low",20,"veggie_veg_s",5
"medium",15,"bbq_ckn_l",6
"medium",15,"bbq_ckn_m",6
"medium",15,"bbq_ckn_s",6
"medium",15,"bbq_ckn_wng",6
"medium",50,"cali_ckn_l",7
"medium",50,"cali_ckn_m",7
"medium",50,"cali_ckn_s",7
"medium",50,"ckn_alfredo_l",7
"medium",50,"ckn_alfredo_m",7
"medium",50,"ckn_alfredo_s",7
"medium",50,"ckn_bites",7
"medium",50,"ckn_pasta",7
"medium",50,"ckn_pesto_l",7
"medium",50,"ckn_pesto_m",7
"medium",50,"ckn_pesto_s",7
"medium",50,"southw_ckn_l",7
"medium",50,"southw_ckn_m",7
"medium",50,"southw_ckn_s",7
"medium",50,"thai_ckn_l",7
"medium",50,"thai_ckn_m",7
"medium",50,"thai_ckn_s",7
"low",40,"cali_ckn_l",8
"low",40,"cali_ckn_m",8
"low",40,"cali_ckn_s",8
"low",40,"ital_veggie_l",8
"low",40,"ital_veggie_m",8
"low",40,"ital_veggie_s",8
"low",40,"mediterraneo_l",8
"low",40,"mediterraneo_m",8
"low",40,"mediterraneo_s",8
"low",40,"spicy_ital_l",8
"low",40,"spicy_ital_m",8
"low",40,"spicy_ital_s",8
"low",40,"spin_pesto_l",8
"low",40,"spin_pesto_m",8
"low",40,"spin_pesto_s",8
"low",40,"spinach_supr_l",8
"low",40,"spinach_supr_m",8
"low",40,"spinach_supr_s",8
"medium",35,"cali_ckn_l",9
"medium",35,"cali_ckn_m",9
"medium",35,"cali_ckn_s",9
"medium",35,"ckn_pasta",9
"medium",35,"ckn_pesto_l",9
"medium",35,"ckn_pesto_m",9
"medium",35,"ckn_pesto_s",9
"medium",35,"green_garden_l",9
"medium",35,"green_garden_m",9
"medium",35,"green_garden_s",9
"medium",35,"mediterraneo_l",9
"medium",35,"mediterraneo_m",9
"medium",35,"mediterraneo_s",9
"medium",35,"spin_pesto_l",9
"medium",35,"spin_pesto_m",9
"medium",35,"spin_pesto_s",9
"medium",35,"spinach_fet_l",9
"medium",35,"spinach_fet_m",9
"medium",35,"spinach_fet_s",9
"medium",35,"spinach_supr_l",9
"medium",35,"spinach_supr_m",9
"medium",35,"spinach_supr_s",9
"medium",35,"veg_pasta",9
"medium",35,"veggie_veg_l",9
"medium",35,"veggie_veg_m",9
"medium",35,"veggie_veg_s",9
"medium",25,"brie_carre_l",10
"medium",25,"brie_carre_m",10
"medium",25,"brie_carre_s",10
"medium",25,"calabrese_l",10
"medium",25,"calabrese_m",10
"medium",25,"calabrese_s",10
"medium",25,"cali_ckn_l",10
"medium",25,"cali_ckn_m",10
"medium",25,"cali_ckn_s",10
"medium",25,"ckn_pesto_l",10
"medium",25,"ckn_pesto_m",10
"medium",25,"ckn_pesto_s",10
"medium",25,"five_cheese_l",10
"medium",25,"five_cheese_m",10
"medium",25,"five_cheese_s",10
"medium",25,"four_cheese_l",10
"medium",25,"four_cheese_m",10
"medium",25,"four_cheese_s",10
"medium",25,"grlc_brd",10
"medium",25,"grlc_brd_chs",10
"medium",25,"ital_cpcllo_l",10
"medium",25,"ital_cpcllo_m",10
"medium",25,"ital_cpcllo_s",10
"medium",25,"ital_supr_l",10
"medium",25,"ital_supr_m",10
"medium",25,"ital_supr_s",10
"medium",25,"ital_veggie_l",10
"medium",25,"ital_veggie_m",10
"medium",25,"ital_veggie_s",10
"medium",25,"mexicana_l",10
"medium",25,"mexicana_m",10
"medium",25,"mexicana_s",10
"medium",25,"napolitana_l",10
"medium",25,"napolitana_m",10
"medium",25,"napolitana_s",10
"medium",25,"peppr_salami_l",10
"medium",25,"peppr_salami_m",10
"medium",25,"peppr_salami_s",10
"medium",25,"sicilian_l",10
"medium",25,"sicilian_m",10
"medium",25,"sicilian_s",10
"medium",25,"soppressata_l",10
"medium",25,"soppressata_m",10
"medium",25,"soppressata_s",10
"medium",25,"spicy_ital_l",10
"medium",25,"spicy_ital_m",10
"medium",25,"spicy_ital_s",10
"medium",25,"spin_pesto_l",10
"medium",25,"spin_pesto_m",10
"medium",25,"spin_pesto_s",10
"medium",25,"spinach_fet_l",10
"medium",25,"spinach_fet_m",10
"medium",25,"spinach_fet_s",10
"medium",25,"spinach_supr_l",10
"medium",25,"spinach_supr_m",10
"medium",25,"spinach_supr_s",10
"medium",25,"the_greek_l",10
"medium",25,"the_greek_m",10
"medium",25,"the_greek_s",10
"medium",25,"the_greek_xl",10
"medium",25,"the_greek_xxl",10
"medium",25,"veggie_veg_l",10
"medium",25,"veggie_veg_m",10
"medium",25,"veggie_veg_s",10
"medium",30,"cali_ckn_l",11
"medium",30,"cali_ckn_m",11
"medium",30,"cali_ckn_s",11
"medium",30,"mexicana_l",11
"medium",30,"mexicana_m",11
"medium",30,"mexicana_s",11
"medium",30,"south_ngts",11
"medium",30,"southw_ckn_l",11
"medium",30,"southw_ckn_m",11
"medium",30,"southw_ckn_s",11
"low",80,"cali_ckn_l",12
"low",80,"cali_ckn_m",12
"low",80,"cali_ckn_s",12
"low",80,"soppressata_l",12
"low",80,"soppressata_m",12
"low",80,"soppressata_s",12
"medium",70,"cali_ckn_l",13
"medium",70,"cali_ckn_m",13
"medium",70,"cali_ckn_s",13
"low",40,"ckn_alfredo_l",14
"low",40,"ckn_alfredo_m",14
"low",40,"ckn_alfredo_s",14
"low",40,"ckn_pasta",14
"low",40,"classic_dlx_l",14
"low",40,"classic_dlx_m",14
"low",40,"classic_dlx_s",14
"low",40,"green_garden_l",14
"low",40,"green_garden_m",14
"low",40,"green_garden_s",14
"low",40,"mediterraneo_l",14
"low",40,"mediterraneo_m",14
"low",40,"mediterraneo_s",14
"low",40,"pep_msh_pep_l",14
"low",40,"pep_msh_pep_m",14
"low",40,"pep_msh_pep_s",14
"low",40,"soppressata_l",14
"low",40,"soppressata_m",14
"low",40,"soppressata_s",14
"low",40,"spinach_fet_l",14
"low",40,"spinach_fet_m",14
"low",40,"spinach_fet_s",14
"low",40,"veg_pasta",14
"low",40,"veggie_veg_l",14
"low",40,"veggie_veg_m",14
"low",40,"veggie_veg_s",14
"high",90,"ckn_alfredo_l",15
"high",90,"ckn_alfredo_m",15
"high",90,"ckn_alfredo_s",15
"high",90,"peppr_salami_l",15
"high",90,"peppr_salami_m",15
"high",90,"peppr_salami_s",15
"high",90,"spinach_supr_l",15
"high",90,"spinach_supr_m",15
"high",90,"spinach_supr_s",15
"medium",20,"ckn_alfredo_l",16
"medium",20,"ckn_alfredo_m",16
"medium",20,"ckn_alfredo_s",16
"medium",20,"ckn_pasta",16
"medium",20,"veg_pasta",16
"medium",20,"ckn_pesto_l",17
"medium",20,"ckn_pesto_m",17
"medium",20,"ckn_pesto_s",17
"medium",20,"ital_veggie_l",17
"medium",20,"ital_veggie_m",17
"medium",20,"ital_veggie_s",17
"medium",20,"mediterraneo_l",17
"medium",20,"mediterraneo_m",17
"medium",20,"mediterraneo_s",17
"medium",20,"spin_pesto_l",17
"medium",20,"spin_pesto_m",17
"medium",20,"spin_pesto_s",17
"low",10,"mexicana_l",18
"low",10,"mexicana_m",18
"low",10,"mexicana_s",18
"low",10,"southw_ckn_l",18
"low",10,"southw_ckn_m",18
"low",10,"southw_ckn_s",18
"low",15,"mexicana_l",19
"low",15,"mexicana_m",19
"low",15,"mexicana_s",19
"low",15,"southw_ckn_l",19
"low",15,"southw_ckn_m",19
"low",15,"southw_ckn_s",19
"low",30,"mexicana_l",20
"low",30,"mexicana_m",20
"low",30,"mexicana_s",20
"low",30,"south_ngts",20
"low",30,"southw_ckn_l",20
"low",30,"southw_ckn_m",20
"low",30,"southw_ckn_s",20
"low",25,"hawaiian_l",21
"low",25,"hawaiian_m",21
"low",25,"hawaiian_s",21
"low",25,"thai_ckn_l",21
"low",25,"thai_ckn_m",21
"low",25,"thai_ckn_s",21
"low",60,"big_meat_l",22
"low",60,"big_meat_m",22
"low",60,"big_meat_s",22
"low",60,"classic_dlx_l",22
"low",60,"classic_dlx_m",22
"low",60,"classic_dlx_s",22
"low",55,"big_meat_l",23
"low",55,"big_meat_m",23
"low",55,"big_meat_s",23
"low",55,"classic_dlx_l",23
"low",55,"classic_dlx_m",23
"low",55,"classic_dlx_s",23
"low",55,"pep_msh_pep_l",23
"low",55,"pep_msh_pep_m",23
"low",55,"pep_msh_pep_s",23
"low",55,"pepperoni_l",23
"low",55,"pepperoni_m",23
"low",55,"pepperoni_s",23
"low",55,"peppr_salami_l",23
"low",55,"peppr_salami_m",23
"low",55,"peppr_salami_s",23
"low",55,"spicy_ital_l",23
"low",55,"spicy_ital_m",23
"low",55,"spicy_ital_s",23
"low",55,"spinach_supr_l",23
"low",55,"spinach_supr_m",23
"low",55,"spinach_supr_s",23
"low",50,"big_meat_l",24
"low",50,"big_meat_m",24
"low",50,"big_meat_s",24
"low",50,"big_meat_l",25
"low",50,"big_meat_m",25
"low",50,"big_meat_s",25
"low",45,"hawaiian_l",26
"low",45,"hawaiian_m",26
"low",45,"hawaiian_s",26
"low",60,"ckn_pasta",27
"low",60,"five_cheese_l",27
"low",60,"five_cheese_m",27
"low",60,"five_cheese_s",27
"low",60,"four_cheese_l",27
"low",60,"four_cheese_m",27
"low",60,"four_cheese_s",27
"low",60,"grlc_brd_chs",27
"low",60,"hawaiian_l",27
"low",60,"hawaiian_m",27
"low",60,"hawaiian_s",27
"low",60,"pepperoni_l",27
"low",60,"pepperoni_m",27
"low",60,"pepperoni_s",27
"low",60,"prsc_argla_l",27
"low",60,"prsc_argla_m",27
"low",60,"prsc_argla_s",27
"low",60,"soppressata_l",27
"low",60,"soppressata_m",27
"low",60,"soppressata_s",27
"low",60,"veg_pasta",27
"low",50,"ital_cpcllo_l",28
"low",50,"ital_cpcllo_m",28
"low",50,"ital_cpcllo_s",28
"low",50,"ital_supr_l",28
"low",50,"ital_supr_m",28
"low",50,"ital_supr_s",28
"low",50,"peppr_salami_l",28
"low",50,"peppr_salami_m",28
"low",50,"peppr_salami_s",28
"low",50,"spicy_ital_l",28
"low",50,"spicy_ital_m",28
"low",50,"spicy_ital_s",28
"low",70,"ital_cpcllo_l",29
"low",70,"ital_cpcllo_m",29
"low",70,"ital_cpcllo_s",29
"low",70,"spicy_ital_l",29
"low",70,"spicy_ital_m",29
"low",70,"spicy_ital_s",29
"medium",25,"ital_cpcllo_l",30
"medium",25,"ital_cpcllo_m",30
"medium",25,"ital_cpcllo_s",30
"low",60,"napolitana_l",31
"low",60,"napolitana_m",31
"low",60,"napolitana_s",31
"low",30,"green_garden_l",32
"low",30,"green_garden_m",32
"low",30,"green_garden_s",32
"low",30,"ital_supr_l",32
"low",30,"ital_supr_m",32
"low",30,"ital_supr_s",32
"low",30,"napolitana_l",32
"low",30,"napolitana_m",32
"low",30,"napolitana_s",32
"low",30,"sicilian_l",32
"low",30,"sicilian_m",32
"low",30,"sicilian_s",32
"low",35,"spinach_supr_l",33
"low",35,"spinach_supr_m",33
"low",35,"spinach_supr_s",33
"low",35,"the_greek_l",33
"low",35,"the_greek_m",33
"low",35,"the_greek_s",33
"low",35,"the_greek_xl",33
"low",35,"the_greek_xxl",33
"low",60,"green_garden_l",34
"low",60,"green_garden_m",34
"low",60,"green_garden_s",34
"low",60,"mediterraneo_l",34
"low",60,"mediterraneo_m",34
"low",60,"mediterraneo_s",34
"low",60,"spinach_fet_l",34
"low",60,"spinach_fet_m",34
"low",60,"spinach_fet_s",34
"low",60,"the_greek_l",34
"low",60,"the_greek_m",34
"low",60,"the_greek_s",34
"low",60,"the_greek_xl",34
"low",60,"the_greek_xxl",34
"low",65,"the_greek_l",35
"low",65,"the_greek_m",35
"low",65,"the_greek_s",35
"low",65,"the_greek_xl",35
"low",65,"the_greek_xxl",35
"low",75,"brie_carre_l",36
"low",75,"brie_carre_m",36
"low",75,"brie_carre_s",36
"low",70,"brie_carre_l",37
"low",70,"brie_carre_m",37
"low",70,"brie_carre_s",37
"low",35,"brie_carre_l",39
"low",35,"brie_carre_m",39
"low",35,"brie_carre_s",39
"medium",30,"brie_carre_l",40
"medium",30,"brie_carre_m",40
"medium",30,"brie_carre_s",40
"low",70,"calabrese_l",41
"low",70,"calabrese_m",41
"low",70,"calabrese_s",41
"low",65,"calabrese_l",42
"low",65,"calabrese_m",42
"low",65,"calabrese_s",42
"low",30,"calabrese_l",43
"low",30,"calabrese_m",43
"low",30,"calabrese_s",43
"low",70,"ital_supr_l",44
"low",70,"ital_supr_m",44
"low",70,"ital_supr_s",44
"low",65,"peppr_salami_l",45
"low",65,"peppr_salami_m",45
"low",65,"peppr_salami_s",45
"low",70,"prsc_argla_l",46
"low",70,"prsc_argla_m",46
"low",70,"prsc_argla_s",46
"low",40,"prsc_argla_l",47
"low",40,"prsc_argla_m",47
"low",40,"prsc_argla_s",47
"low",70,"sicilian_l",48
"low",70,"sicilian_m",48
"low",70,"sicilian_s",48
"low",65,"sicilian_l",49
"low",65,"sicilian_m",49
"low",65,"sicilian_s",49
"low",70,"soppressata_l",50
"low",70,"soppressata_m",50
"low",70,"soppressata_s",50
"low",75,"five_cheese_l",51
"low",75,"five_cheese_m",51
"low",75,"five_cheese_s",51
"low",80,"five_cheese_l",52
"low",80,"five_cheese_m",52
"low",80,"five_cheese_s",52
"low",80,"four_cheese_l",53
"low",80,"four_cheese_m",53
"low",80,"four_cheese_s",53
"low",70,"four_cheese_l",54
"low",70,"four_cheese_m",54
"low",70,"four_cheese_s",54
"low",80,"five_cheese_l",55
"low",80,"five_cheese_m",55
"low",80,"five_cheese_s",55
"low",85,"four_cheese_l",56
"low",85,"four_cheese_m",56
"low",85,"four_cheese_s",56
"low",80,"five_cheese_l",57
"low",80,"five_cheese_m",57
"low",80,"five_cheese_s",57
"low",45,"spin_pesto_l",58
"low",45,"spin_pesto_m",58
"low",45,"spin_pesto_s",58
"low",40,"chok_dogh",59
"low",40,"tri_chok_dogh",59
"high",20,"chok_dogh",60
"high",20,"tri_chok_dogh",60
"high",20,"white_chok_dogh",60
"high",15,"chok_dogh",61
"high",15,"tri_chok_dogh",61
"high",15,"white_chok_dogh",61
"medium",40,"chok_dogh",62
"medium",40,"rsbr_ice",62
"medium",40,"tri_chok_dogh",62
"medium",40,"white_chok_dogh",62
"high",30,"chok_dogh",63
"high",30,"tri_chok_dogh",63
"high",30,"white_chok_dogh",63
"high",50,"tri_chok_dogh",64
"high",50,"white_chok_dogh",64
"low",35,"white_chok_dogh",65
"low",60,"rsbr_ice",66
"medium",25,"rsbr_ice",67
"high",20,"orng_jc",68
"high",10,"orng_jc",69
"medium",30,"water",70
"high",120,"ppsi_ltr",71
"low",65,"ppsi_can",72
"high",120,"diet_ppsi_ltr",73
"high",65,"diet_ppsi_can",74
"low",120,"mrnda_ltr",75
"high",65,"mrnda_can",76
"medium",120,"7up_ltr",77
"high",65,"7up_can",78
"high",120,"diet_7up_ltr",79
"medium",65,"diet_7up_can",80
"high",20,"rnch_sauce",81
"medium",15,"hon_mus_sauce",82
"medium",20,"thai_ckn_l",83
"medium",20,"thai_ckn_m",83
"medium",20,"thai_ckn_s",83
"medium",20,"thai_sauce",83
"high",25,"cheese_sauce",84
"medium",18,"ital_veggie_l",120
"medium",18,"ital_veggie_m",120
"medium",18,"ital_veggie_s",120
"medium",18,"veggie_veg_l",120
"medium",18,"veggie_veg_m",120
"medium",18,"veggie_veg_s",120
"medium",16,"brie_carre_l",121
"medium",16,"brie_carre_m",121
"medium",16,"brie_carre_s",121
"medium",16,"on_rng",121
"medium",16,"sicilian_l",121
"medium",16,"sicilian_m",121
"medium",16,"sicilian_s",121
"medium",20,"ital_veggie_l",122
"medium",20,"ital_veggie_m",122
"medium",20,"ital_veggie_s",122
"low",100,"ckn_pasta",123
"low",100,"veg_pasta",123
"high",15,"ckn_pasta",124
"high",15,"veg_pasta",124
"medium",5,"fries",125
"medium",5,"south_ngts",125
"medium",15,"grlc_brd",126
"medium",15,"grlc_brd_chs",126
"high",50,"ckn_bites",127
"high",50,"grlc_brd",127
"high",50,"grlc_brd_chs",127
"medium",40,"south_ngts",128
"medium",35,"bbq_ckn_wng",129
"high",30,"tri_chok_dogh",130
